order_id,order_date,order_time,order_status,sales_channel,customer_id,customer_name,customer_age,gender,customer_segment,customer_type,customer_city,customer_state,customer_country,region,customer_postal_code,payment_method,payment_status,currency,shipping_method,warehouse,delivery_days,estimated_delivery_days,delivery_status,return_status,return_reason,customer_rating,review_sentiment,customer_review,marketing_channel,campaign_name,coupon_code,loyalty_points_earned,loyalty_points_redeemed,quantity,gross_sales,discount_amount,tax_amount,shipping_cost,net_sales,product_cost,profit,profit_margin_percentage,customer_lifetime_value,is_repeat_customer,customer_order_count
ORD-137354,2025-07-24,10:23:55,Returned,Website,CUST-014319,Michael Beard,36,Male,VIP,Returning,Markmouth,Ohio,USA,Central,44624,PayPal,Refunded,USD,Express,WH-009,,,Cancelled,Returned,Damaged Product,,,,Direct,,,0,0,1,287.19,0.0,20.1,12.29,319.58,159.48,147.81,46.25,4024.63,True,3
ORD-473605,2023-07-11,01:57:43,Completed,Marketplace,CUST-000169,Gail Compton,53,Female,Premium,Loyal,East Kevin,Pennsylvania,USA,East,97982,Credit Card,Pending,USD,Standard,WH-017,7.0,7.0,On Time,,,3.8,Positive,Good value for money.,Organic Search,Default_Campaign,,172,33,5,1767.3,162.34,112.35,2.85,1720.16,1035.95,681.36,39.61,9842.84,True,9
ORD-531666,2023-12-20,16:31:49,Completed,Marketplace,CUST-024035,Erica Snow,64,Male,Consumer,Loyal,East Melinda,Florida,USA,South,38138,Cash on Delivery,Paid,USD,Standard,WH-015,7.0,7.0,On Time,,,3.2,Neutral,Average product. Could be better.,Organic Search,,,253,69,11,3638.97,1299.21,163.79000000000002,30.92,2534.4700000000003,1591.41,912.14,35.99,5024.55,True,5
ORD-815162,2021-09-16,04:09:21,Returned,Social Media,CUST-022199,Colleen Perry,37,Male,Premium,Loyal,Ashleyport,Georgia,USA,South,56293,Credit Card,Refunded,USD,Economy,WH-016,,,Cancelled,Returned,Changed Mind,,,,Direct,,,0,0,1,167.96,0.0,11.76,0.33,180.05,94.47,85.25,47.35,6232.91,True,7
ORD-560159,2022-06-25,04:57:57,Completed,Marketplace,CUST-014401,Amanda Palmer,37,Male,Consumer,Loyal,Garciaville,North Carolina,USA,South,44719,Cash on Delivery,Paid,USD,Standard,WH-004,7.0,7.0,On Time,,,3.9,Positive,Good product. Works as expected.,TikTok,Default_Campaign,,751,339,14,8368.529999999999,1385.02,488.84,38.93,7511.28,4649.52,2822.83,37.58,12701.76,True,5
ORD-464426,2022-12-04,15:57:04,Completed,Website,CUST-013387,William Torres,70,Male,Consumer,Loyal,West David,Scotland,UK,North,92225,Buy Now Pay Later,Paid,GBP,Standard,WH-016,4.0,4.0,On Time,,,4.3,Positive,Met my expectations. Would recommend.,Organic Search,,,22,20,1,208.08,25.91,36.43,4.81,223.41,101.01,117.59,52.63,7785.099999999999,True,4
ORD-117951,2021-12-03,07:05:02,Completed,Website,CUST-005277,Amanda Watson,40,Female,Consumer,Loyal,Waltonburgh,British Columbia,Canada,West,46463,Debit Card,Paid,CAD,Same Day,WH-013,0.0,0.0,On Time,,,3.9,Positive,Satisfied with the purchase.,Google Ads,Google_Shopping,,153,20,17,2034.57,731.95,169.33999999999995,64.13,1536.09,950.85,521.11,33.92,7097.9400000000005,True,6
ORD-725101,2023-10-11,22:24:36,Pending,Mobile App,CUST-002372,Veronica Webb,44,Female,Consumer,Loyal,Paulshire,England,UK,North,23026,Digital Wallet,Failed,GBP,Standard,WH-019,,,Cancelled,,,,,,Facebook Ads,,,0,0,1,93.39,14.8,15.72,5.31,99.62,39.03,55.28,55.49,4411.42,True,8
ORD-993146,2023-05-06,01:46:00,Completed,Website,CUST-012192,Steven Wilson,68,Female,Premium,Returning,New Matthewport,Wales,UK,West,54255,Buy Now Pay Later,Paid,GBP,Economy,WH-014,6.0,6.0,On Time,,,4.2,Positive,Decent quality for the price.,Google Ads,Google_Shopping,,196,127,10,1766.1999999999998,135.11,326.22,6.1000000000000005,1963.41,907.03,1050.28,53.49,4863.780000000001,True,3
ORD-414161,2023-05-05,23:24:02,Completed,Mobile App,CUST-021568,Harold Schwartz,54,Female,Business,Loyal,Lake Courtneyshire,Baden-Württemberg,Germany,South,64462,Debit Card,Paid,EUR,Standard,WH-019,4.0,4.0,On Time,,,3.2,Neutral,Quality could be improved.,Google Ads,,,23,1,2,237.88,42.36,37.15,5.42,238.09,113.02,119.65,50.25,11449.57,True,8
ORD-199716,2025-03-04,14:24:47,Completed,Mobile App,CUST-009904,Amanda Bell,21,Female,Consumer,Returning,Sharonside,Wales,UK,West,9972,Cash on Delivery,Paid,GBP,Express,WH-001,1.0,1.0,On Time,,,4.3,Positive,Good value for money.,Instagram,,SAVE48,8,6,1,77.56,15.34,12.44,12.89,87.55,23.34,51.32,58.62,241.26,True,2
ORD-488204,2023-11-06,05:50:42,Completed,Website,CUST-004412,Leslie Smith,61,Male,Business,Loyal,South Ryanland,Northern Ireland,UK,West,41482,PayPal,Paid,GBP,Express,WH-013,1.0,1.0,On Time,,,3.7,Positive,Met my expectations. Would recommend.,Organic Search,,,566,505,17,7842.339999999999,3160.6,936.3499999999998,43.57,5661.66,4018.6100000000006,1599.4799999999998,28.25,11921.82,True,4
ORD-763372,2022-07-08,01:30:00,Completed,Mobile App,CUST-011715,Laura Ochoa,47,Male,Consumer,Loyal,Martinezhaven,Scotland,UK,North,55094,Credit Card,Paid,GBP,Economy,WH-011,6.0,6.0,On Time,,,3.4,Neutral,Quality could be improved.,Referral,,SAVE38,29,29,1,279.17,37.49,48.34,3.41,293.43,148.6,141.42,48.2,10875.73,True,9
ORD-850106,2024-12-24,02:19:46,Returned,Marketplace,CUST-024739,Robert Brandt,57,Male,Consumer,Loyal,North Richard,Georgia,USA,South,39229,PayPal,Refunded,USD,Standard,WH-003,,,Cancelled,Returned,Size Issue,,,,Organic Search,Default_Campaign,,0,0,6,719.9800000000001,0.0,50.4,29.44,799.8199999999999,404.17,366.2099999999999,45.79,10128.11,True,9
ORD-611282,2023-02-10,00:47:26,Cancelled,Website,CUST-021867,Eric Jones,26,Male,Premium,Loyal,North Michaelborough,Texas,USA,South,24647,Debit Card,Failed,USD,Express,WH-018,,,Cancelled,,,,,,Organic Search,,,0,0,1,590.78,0.0,41.35,12.32,644.45,354.69,277.44,43.05,15060.84,True,11
ORD-754387,2023-12-02,18:41:14,Completed,Website,CUST-016941,Xavier Norris,70,Female,Consumer,Loyal,West Lauraton,Georgia,USA,South,36241,Buy Now Pay Later,Paid,USD,Standard,WH-001,6.0,6.0,On Time,,,3.9,Positive,Met my expectations. Would recommend.,Direct,Default_Campaign,SAVE15,23,4,3,312.57,96.44,15.13,6.17,237.43,183.06,48.2,20.3,2446.66,True,4
ORD-479558,2024-10-10,14:59:56,Completed,Mobile App,CUST-017050,Alyssa Smith,45,Male,Consumer,Loyal,Thomasberg,Florida,USA,South,40016,Digital Wallet,Paid,USD,Standard,WH-014,4.0,4.0,On Time,,,2.7,Neutral,Mixed feelings about this purchase.,Organic Search,Default_Campaign,,3,1,1,27.04,1.53,1.79,5.57,32.87,13.13,14.17,43.11,4891.67,True,7
ORD-883444,2023-01-13,21:36:41,Completed,Marketplace,CUST-000462,Denise Carpenter,71,Female,Consumer,Loyal,Port Devin,Baden-Württemberg,Germany,South,90748,Debit Card,Paid,EUR,Economy,WH-009,7.0,7.0,On Time,,,3.4,Neutral,Not what I expected but it's okay.,Direct,Default_Campaign,,67,59,5,576.69,16.18,106.5,8.19,675.1999999999999,308.82,358.19,53.05,15502.88,True,9
ORD-981829,2021-09-16,08:22:38,Completed,Website,CUST-010988,Alexandra Doyle,22,Male,Consumer,Returning,Wardside,California,USA,West,50566,Digital Wallet,Paid,USD,Standard,WH-016,4.0,4.0,On Time,,,4.3,Positive,Met my expectations. Would recommend.,Direct,Default_Campaign,,28,4,3,301.89,45.09,17.97,9.28,284.05,97.48,177.29,62.42,2424.3300000000004,True,3
ORD-911227,2021-02-05,10:11:16,Completed,Mobile App,CUST-018233,Zachary Floyd,64,Male,Consumer,Loyal,Lake Stephanieborough,New York,USA,East,10243,Buy Now Pay Later,Paid,USD,Economy,WH-012,9.0,9.0,On Time,,,3.3,Neutral,Quality could be improved.,Organic Search,Default_Campaign,,168,57,3,1598.6999999999998,55.85,108.01,30.85,1681.71,933.75,717.11,42.64,9635.38,True,6
ORD-995769,2022-06-25,08:05:56,Completed,Marketplace,CUST-018245,Nathan Baker,40,Male,Premium,Loyal,Edwardchester,Hesse,Germany,Central,96166,Cash on Delivery,Paid,EUR,Express,WH-019,6.0,2.0,Delayed,,,3.0,Neutral,Product has some issues but it works.,Google Ads,,,106,12,8,954.92,75.29,167.12,19.93,1066.6799999999998,466.5,580.25,54.4,22457.51,True,11
ORD-313278,2022-06-02,05:15:00,Completed,Marketplace,CUST-015855,Joshua Russell,56,Male,Premium,Loyal,South Stephanie,Maharashtra,India,West,98655,Credit Card,Paid,INR,Express,WH-017,2.0,2.0,On Time,,,3.0,Neutral,Not what I expected but it's okay.,Direct,,,42,22,4,358.2,3.13,63.91,6.6,425.58,123.0,295.98,69.55,4845.24,True,5
ORD-565016,2022-12-23,03:07:38,Completed,Mobile App,CUST-007951,Michael Harvey,65,Male,VIP,Loyal,Michaelland,England,UK,North,7034,PayPal,Paid,GBP,Standard,WH-006,3.0,3.0,On Time,,,3.3,Neutral,Quality could be improved.,Referral,Referral_Program,,22,9,3,266.61,82.37,36.85,1.5,222.59,92.82,128.27,57.63,5892.85,True,4
ORD-868453,2023-03-23,21:23:33,Completed,Social Media,CUST-008442,Pamela Smith,60,Male,Premium,Returning,Gonzalezfort,Uttar Pradesh,India,North,83652,Credit Card,Paid,INR,Standard,WH-010,4.0,4.0,On Time,,,3.4,Neutral,Mixed feelings about this purchase.,Google Ads,,SAVE13,274,256,9,2589.17,277.43,416.11,20.89,2748.74,1241.22,1486.63,54.08,4752.08,True,3
ORD-526954,2022-09-10,15:28:48,Completed,Website,CUST-017445,David Hernandez,61,Female,VIP,Loyal,Courtneyville,North Rhine,Germany,West,16595,PayPal,Paid,EUR,Standard,WH-006,3.0,3.0,On Time,,,3.8,Positive,Decent quality for the price.,Direct,Default_Campaign,,66,37,3,664.1600000000001,105.73,106.1,3.96,668.49,409.23,255.3,38.19,4374.02,True,4
ORD-557061,2025-07-25,12:05:59,Completed,Website,CUST-023526,Courtney Hill,19,Female,Consumer,Loyal,New Lisa,North Carolina,USA,South,36936,Debit Card,Paid,USD,Express,WH-008,1.0,3.0,Early,,,3.8,Positive,Good value for money.,Affiliate,,,463,244,8,5257.02,960.21,300.78,34.14,4631.73,3470.11,1127.48,24.34,7655.929999999999,True,6
ORD-515307,2024-11-07,03:21:09,Completed,Website,CUST-004866,Ann Martinez,68,Non-Binary,Business,Loyal,West John,Michigan,USA,Central,44322,Credit Card,Paid,USD,Economy,WH-005,6.0,6.0,On Time,,,4.7,Positive,Product arrived quickly and works perfectly.,Instagram,Insta_Stories,,85,7,4,1076.1,291.68,54.91,18.59,857.9200000000001,550.9100000000001,288.42,33.62,3628.4,True,5
ORD-245292,2025-02-06,09:33:37,Completed,Website,CUST-024051,Donna Martin,66,Male,Consumer,Loyal,West Kaylabury,California,USA,West,53754,Credit Card,Paid,USD,Standard,WH-015,7.0,7.0,On Time,,,3.2,Neutral,Not what I expected but it's okay.,Direct,Default_Campaign,,130,38,5,1349.17,157.51,83.41,25.19,1300.2600000000002,748.57,526.5,40.49,15094.4,True,12
ORD-496021,2021-06-17,10:42:18,Completed,Mobile App,CUST-017303,Kristi Smith,20,Female,VIP,Loyal,West Jenna,Texas,USA,South,22579,Credit Card,Paid,USD,Same Day,WH-015,3.0,0.0,Delayed,,,3.2,Neutral,Mixed feelings about this purchase.,Organic Search,Default_Campaign,,34,16,2,355.67,52.44,21.22,22.45,346.9,141.68,182.77,52.69,10009.08,True,5
ORD-735929,2023-11-27,05:24:22,Completed,Mobile App,CUST-000069,Chad Reyes,39,Male,Premium,Loyal,North Lawrenceport,Illinois,USA,Central,18474,Debit Card,Paid,USD,Standard,WH-010,7.0,7.0,On Time,,,3.4,Neutral,Mixed feelings about this purchase.,Email Marketing,,,191,1,12,2746.26,976.26,123.9,17.65,1911.55,1193.98,699.92,36.62,9218.98,True,9
ORD-762377,2024-04-26,17:34:31,Completed,Website,CUST-012993,Tracy Anderson,26,Male,Premium,Loyal,Hahnberg,North Carolina,USA,South,49486,Digital Wallet,Paid,USD,Express,WH-017,1.0,1.0,On Time,,,3.7,Positive,Satisfied with the purchase.,Affiliate,,,62,31,1,598.27,27.5,39.95,12.33,623.05,303.4,307.32,49.33,6848.29,True,8
ORD-972283,2025-04-01,10:46:17,Completed,Mobile App,CUST-016358,Dalton French,74,Female,Consumer,Loyal,Lake Andrew,Wales,UK,West,68898,Credit Card,Paid,GBP,Standard,WH-017,6.0,6.0,On Time,,,3.5,Positive,Decent quality for the price.,Email Marketing,,SAVE32,5,4,1,48.11,2.33,9.16,4.6,59.54,14.49,40.45,67.94,5583.84,True,9
ORD-430613,2022-09-18,09:07:44,Completed,Website,CUST-014081,Laura Warner,68,Male,Consumer,Loyal,South Jacqueline,Ohio,USA,Central,34813,Credit Card,Paid,USD,Economy,WH-017,5.0,7.0,Early,,,4.3,Positive,Good product. Works as expected.,Direct,,,30,12,4,349.40000000000003,68.14999999999999,19.69,7.59,308.53,172.57999999999998,128.36,41.6,13874.2,True,8
ORD-791178,2022-01-16,00:33:27,Completed,Marketplace,CUST-016031,Donald Jones,53,Male,Business,Loyal,Beverlyton,Texas,USA,South,70364,Bank Transfer,Paid,USD,Express,WH-004,3.0,3.0,On Time,,,3.8,Positive,Met my expectations. Would recommend.,Google Ads,Google_Search_Q1,SAVE48,117,107,4,1225.12,165.98,74.14,41.9,1175.1799999999998,615.6700000000001,517.61,44.05,9515.85,True,6
ORD-489277,2023-09-06,08:48:47,Completed,Social Media,CUST-001241,Luke Johnson,25,Male,Consumer,Loyal,Brownstad,Texas,USA,South,56876,Credit Card,Paid,USD,Same Day,WH-010,0.0,0.0,On Time,,,3.8,Positive,Decent quality for the price.,Google Ads,,,187,159,4,2154.84,424.34,121.14,28.23,1879.87,1058.17,793.47,42.21,11074.09,True,6
ORD-102770,2024-01-26,05:57:28,Completed,Marketplace,CUST-017102,Lance Vazquez,69,Female,Premium,Loyal,Diaztown,Texas,USA,South,15318,Debit Card,Paid,USD,Standard,WH-017,5.0,5.0,On Time,,,3.0,Neutral,Average product. Could be better.,Email Marketing,,,37,22,6,396.16,66.26,23.1,22.58,375.5799999999999,162.29999999999998,190.7,50.77,9929.0,True,6
ORD-340808,2023-05-16,06:31:52,Returned,Website,CUST-017307,Sean Bird,65,Male,Consumer,Loyal,Garrettborough,England,UK,North,56184,Credit Card,Refunded,GBP,Standard,WH-015,,,Cancelled,Returned,Defective Product,,,,Facebook Ads,,,0,0,4,951.25,0.0,190.25,7.539999999999999,1149.04,319.16,822.34,71.57,11143.25,True,7
ORD-222596,2022-05-24,23:09:27,Returned,Marketplace,CUST-010007,Ashley Lee,59,Male,Consumer,Loyal,Port Brianhaven,California,USA,West,13639,Debit Card,Refunded,USD,Same Day,WH-011,,,Cancelled,Returned,Size Issue,,,,Google Ads,,,0,0,2,622.73,0.0,43.59,30.14,696.46,333.9,332.42,47.73,4148.11,True,6
ORD-144944,2022-01-06,05:59:45,Completed,Marketplace,CUST-022636,Anita Miller,68,Female,Premium,Loyal,Ramosfurt,North Carolina,USA,South,47098,Bank Transfer,Paid,USD,Standard,WH-004,4.0,4.0,On Time,,,3.3,Neutral,Product has some issues but it works.,Direct,,,235,8,10,2570.51,396.14,152.20000000000005,25.23,2351.8,1407.25,919.32,39.09,9932.64,True,7
ORD-342278,2025-02-21,22:12:38,Completed,Marketplace,CUST-024797,Veronica Bishop,47,Female,Consumer,Loyal,New Williambury,South Australia,Australia,South,40124,PayPal,Pending,AUD,Standard,WH-009,3.0,3.0,On Time,,,3.7,Positive,Decent quality for the price.,Referral,,,300,221,11,2907.14,244.54,266.26,71.84,3000.7,1446.35,1482.51,49.41,18020.9,True,10
ORD-188406,2023-12-28,05:36:27,Pending,Website,CUST-012313,Jennifer Williams,31,Female,Premium,Loyal,North Chelsey,North Carolina,USA,South,70231,Digital Wallet,Paid,USD,Standard,WH-017,,,Cancelled,,,,,,Affiliate,,,0,0,7,691.3499999999999,151.24,37.8,20.69,598.5999999999999,246.09,331.82,55.43,6821.8,True,9
ORD-795382,2025-06-02,17:45:47,Completed,Marketplace,CUST-007009,Ana Newman,36,Male,Consumer,Loyal,Sullivanbury,Scotland,UK,North,89034,Debit Card,Paid,GBP,Same Day,WH-001,0.0,0.0,On Time,,,3.4,Neutral,Quality could be improved.,Direct,,,159,103,6,1418.1799999999998,116.66,260.31,37.66,1599.49,666.51,895.3199999999999,55.98,10384.46,True,5
ORD-318043,2025-07-31,23:32:16,Completed,Website,CUST-001525,Jessica Richardson,67,Female,Premium,Loyal,Villaside,Manitoba,Canada,Central,71413,Bank Transfer,Paid,CAD,Standard,WH-015,4.0,4.0,On Time,,,4.4,Positive,Good product. Works as expected.,Google Ads,,SAVE34,68,0,6,973.75,384.4,76.61999999999999,22.800000000000004,688.77,614.7,51.27,7.44,25576.19,True,14
ORD-880085,2022-09-15,04:41:06,Completed,Website,CUST-001916,Bryan West,20,Female,Consumer,Loyal,Sanchezmouth,Hesse,Germany,Central,90715,Buy Now Pay Later,Paid,EUR,Standard,WH-004,7.0,7.0,On Time,,,3.0,Neutral,Quality could be improved.,Facebook Ads,,SAVE44,135,112,3,1229.02,113.62,211.93,23.25,1350.58,635.46,691.8700000000001,51.23,4268.17,True,6
ORD-409549,2022-08-31,09:34:19,Completed,Mobile App,CUST-011399,Jonathan Crane,63,Female,Consumer,Loyal,North Karenfort,Karnataka,India,South,28554,Credit Card,Paid,INR,Standard,WH-013,6.0,6.0,On Time,,,4.3,Positive,Satisfied with the purchase.,Organic Search,,SAVE19,25,9,3,224.52,12.64,38.14,4.27,254.29,94.89,155.13,61.01,3677.25,True,5
ORD-551852,2022-12-24,21:43:38,Completed,Mobile App,CUST-021776,Christopher Davis,63,Male,Consumer,Loyal,West Brianburgh,Uttar Pradesh,India,North,44218,Credit Card,Paid,INR,Standard,WH-013,4.0,4.0,On Time,,,3.9,Positive,Satisfied with the purchase.,TikTok,,SAVE27,89,88,7,844.95,88.25999999999999,136.2,5.85,898.74,261.37,631.52,70.27,17281.64,True,11
ORD-724070,2022-08-13,13:56:19,Completed,Mobile App,CUST-005282,Jay Flores,45,Female,Premium,Loyal,Morenohaven,Baden-Württemberg,Germany,South,97237,Debit Card,Paid,EUR,Standard,WH-002,7.0,7.0,On Time,,,3.7,Positive,Good value for money.,Direct,,,241,65,7,2244.82,226.29,383.52,15.82,2417.87,1067.3300000000002,1334.7199999999998,55.2,9412.58,True,7
ORD-408453,2025-01-12,03:03:27,Pending,Marketplace,CUST-010413,Micheal Bowman,69,Male,Premium,Loyal,Perezborough,Abu Dhabi,UAE,South,6661,Debit Card,Failed,AED,Economy,WH-016,,,Cancelled,,,,,,Organic Search,,SAVE46,0,0,2,1221.28,90.92,56.52,7.02,1193.9,714.25,472.63,39.59,5207.92,True,7
ORD-817942,2021-10-07,16:24:19,Completed,Mobile App,CUST-009495,Phillip Ewing,26,Female,Consumer,Loyal,Hallchester,Wales,UK,West,96492,PayPal,Paid,GBP,Economy,WH-009,10.0,10.0,On Time,,,3.7,Positive,Good product. Works as expected.,Direct,,,43,21,4,417.26,67.8,69.89,19.19,438.54,235.8,183.55,41.85,8975.140000000001,True,10
ORD-149366,2023-09-05,07:42:37,Cancelled,Website,CUST-001890,Brendan Miller,21,Male,VIP,Loyal,Colleenborough,Pennsylvania,USA,East,62897,PayPal,Failed,USD,Express,WH-006,,,Cancelled,,,,,,Affiliate,Influencer_Program,,0,0,1,158.64,0.0,11.1,11.71,181.45,73.62,96.12,52.97,5364.31,True,5
ORD-300452,2025-02-21,18:25:22,Completed,Mobile App,CUST-015244,Christopher Garcia,52,Male,Premium,Loyal,Jennifermouth,Northern Ireland,UK,West,91549,Credit Card,Paid,GBP,Standard,WH-019,3.0,3.0,On Time,,,3.5,Positive,Satisfied with the purchase.,Direct,,,48,32,2,481.63,83.85,79.56,4.6000000000000005,481.94000000000005,291.04,186.3,38.66,10796.35,True,7
ORD-589428,2024-12-28,03:22:35,Completed,Website,CUST-021438,Steven Smith,74,Male,Premium,Loyal,Jacobton,Pennsylvania,USA,East,33871,PayPal,Paid,USD,Standard,WH-011,3.0,3.0,On Time,,,3.8,Positive,"Product is okay, nothing special but works.",Direct,,,12,8,1,120.4,8.8,7.81,3.1900000000000004,122.6,40.69,78.72,64.21,6101.339999999999,True,5
ORD-552347,2023-12-09,08:40:45,Returned,Website,CUST-004985,Brittany Cain,64,Male,Consumer,Loyal,Mariahaven,Queensland,Australia,North,5053,PayPal,Refunded,AUD,Standard,WH-011,,,Cancelled,Returned,Other,,,,Google Ads,,,0,0,4,764.4,0.0,76.44,54.400000000000006,895.24,432.53,408.31,45.61,6233.900000000001,True,4
ORD-757697,2021-09-03,21:46:25,Completed,Website,CUST-006044,Keith Walker,63,Non-Binary,VIP,Loyal,West Bryanburgh,Florida,USA,South,46401,Credit Card,Paid,USD,Standard,WH-003,4.0,4.0,On Time,,,3.7,Positive,Good product. Works as expected.,TikTok,Default_Campaign,,65,42,2,704.48,95.16,42.65,5.6,657.57,392.59,259.38,39.45,1498.56,True,4
ORD-559760,2022-11-01,15:05:36,Returned,Website,CUST-007129,Lindsay Romero,65,Female,Consumer,Loyal,Abigailmouth,North Rhine,Germany,West,7507,Credit Card,Refunded,EUR,Express,WH-006,,,Cancelled,Returned,Damaged Product,,,,Instagram,,,0,0,7,1076.59,0.0,204.55,49.98,1331.12,600.63,680.51,51.12,12597.63,True,7
ORD-346625,2022-12-19,14:10:17,Completed,Mobile App,CUST-004918,Rebecca Alexander,55,Male,Consumer,Loyal,New Erica,Uttar Pradesh,India,North,54847,Buy Now Pay Later,Paid,INR,Standard,WH-003,6.0,6.0,On Time,,,3.6,Positive,Decent quality for the price.,Affiliate,Influencer_Program,,92,53,6,1076.1,296.47,140.32999999999998,6.74,926.7,655.2,264.76,28.57,11641.98,True,11
ORD-165013,2022-08-06,03:12:41,Completed,Website,CUST-012164,Christina Hill,74,Female,Consumer,Loyal,East Stephaniechester,Georgia,USA,South,39792,Debit Card,Paid,USD,Standard,WH-019,4.0,4.0,On Time,,,3.9,Positive,Met my expectations. Would recommend.,Instagram,Insta_Reels,,48,15,1,529.14,82.9,31.24,5.86,483.34,351.28,126.2,26.11,12270.76,True,8
ORD-767965,2022-06-09,13:25:52,Completed,Mobile App,CUST-012113,Billy Dunn,22,Female,Business,Loyal,East Cameron,Illinois,USA,Central,53803,Debit Card,Paid,USD,Standard,WH-006,8.0,5.0,Delayed,,,3.4,Neutral,Product has some issues but it works.,TikTok,,,15,1,6,141.69,15.09,8.870000000000001,20.8,156.26999999999998,47.61,87.86,56.22,12641.87,True,8
ORD-772658,2025-06-23,07:25:24,Completed,Mobile App,CUST-023956,Jose Jones,67,Male,Premium,Loyal,Lake Laura,Florida,USA,South,37356,Credit Card,Paid,USD,Standard,WH-011,4.0,4.0,On Time,,,4.2,Positive,"Product is okay, nothing special but works.",Organic Search,,,186,165,5,1914.97,191.44,120.66,18.57,1862.76,972.26,871.9300000000001,46.81,9370.54,True,9
ORD-373461,2024-10-13,16:33:31,Completed,Mobile App,CUST-000413,Eric Campbell,26,Male,Business,Loyal,Davidsonville,Tamil Nadu,India,South,13117,Buy Now Pay Later,Paid,INR,Economy,WH-018,8.0,8.0,On Time,,,3.5,Positive,Met my expectations. Would recommend.,Facebook Ads,,,48,23,4,441.47,47.84,70.85,17.51,481.99,214.67,249.81,51.83,8662.55,True,6
ORD-596268,2021-05-03,10:11:05,Completed,Website,CUST-019056,Michael Parks,54,Male,Consumer,Loyal,Wrightville,New South Wales,Australia,East,66653,Credit Card,Paid,AUD,Express,WH-014,1.0,1.0,On Time,,,3.8,Positive,Satisfied with the purchase.,Google Ads,,,937,23,15,8963.789999999999,486.18000000000006,847.77,49.67,9375.05,4973.049999999999,4352.33,46.42,18096.96,True,10
ORD-520377,2021-02-08,02:18:54,Completed,Website,CUST-020661,Antonio Schmidt,50,Non-Binary,Consumer,Loyal,New Anthonyfort,Florida,USA,South,57979,PayPal,Paid,USD,Standard,WH-013,9.0,5.0,Delayed,,,3.4,Neutral,Mixed feelings about this purchase.,Direct,Default_Campaign,,19,16,4,191.0,21.93,11.84,11.35,192.26,78.21,102.7,53.42,6478.08,True,6
ORD-483488,2024-12-24,06:24:46,Completed,Mobile App,CUST-014603,Tony Moreno,38,Male,VIP,Loyal,Edwardstad,Georgia,USA,South,64508,Credit Card,Paid,USD,Standard,WH-007,5.0,5.0,On Time,,,4.2,Positive,Decent quality for the price.,Google Ads,Google_Search_Q1,,72,45,5,942.18,265.18,47.39,5.51,729.9000000000001,515.02,209.37,28.68,6958.13,True,6
ORD-973508,2023-12-19,17:51:46,Completed,Website,CUST-009140,Brittany Sanders,42,Male,Premium,Loyal,South Matthew,Bavaria,Germany,South,69650,Credit Card,Paid,EUR,Same Day,WH-016,0.0,0.0,On Time,,,3.4,Neutral,Product has some issues but it works.,Organic Search,Default_Campaign,,34,6,5,434.95,159.36,52.36,18.71,346.66,143.22,184.73,53.29,10657.259999999998,True,4
ORD-543787,2022-11-10,13:55:24,Completed,Mobile App,CUST-017262,Kelly Cohen,53,Male,Business,Loyal,South Debraville,Bavaria,Germany,South,61252,Debit Card,Paid,EUR,Economy,WH-005,6.0,6.0,On Time,,,3.0,Neutral,Quality could be improved.,Referral,Referral_Program,,12,1,2,158.84,58.16,19.13,3.44,123.25,83.4,36.41,29.54,10837.57,True,4
ORD-456012,2021-12-07,22:03:23,Completed,Marketplace,CUST-014108,Jason Cordova,66,Female,Premium,Loyal,South Kayla,Northern Ireland,UK,West,20741,Credit Card,Paid,GBP,Express,WH-006,1.0,1.0,On Time,,,4.2,Positive,Decent quality for the price.,Organic Search,Default_Campaign,,143,100,10,1858.41,682.9,235.1,27.3,1437.91,728.73,681.88,47.42,9353.5,True,5
ORD-454070,2023-09-08,17:03:15,Completed,Mobile App,CUST-011502,Donald Hart,41,Male,Premium,Loyal,North Lisa,New York,USA,East,97016,Debit Card,Paid,USD,Same Day,WH-004,1.0,1.0,On Time,,,3.9,Positive,Decent quality for the price.,Direct,,SAVE25,134,75,8,1493.57,257.03,86.55,23.59,1346.68,715.6899999999999,607.4,45.1,12937.29,True,13
ORD-841923,2023-09-17,11:13:52,Completed,Website,CUST-010014,Tanya Hernandez,43,Female,Consumer,Loyal,Lake Ericamouth,Michigan,USA,Central,77270,Digital Wallet,Paid,USD,Economy,WH-017,7.0,7.0,On Time,,,3.6,Positive,Satisfied with the purchase.,Google Ads,,,57,54,4,639.97,125.85,35.99,25.78,575.89,274.6,275.51,47.84,6233.799999999999,True,7
ORD-519383,2025-11-27,02:40:44,Completed,Mobile App,CUST-014068,Christine Cisneros,55,Female,Consumer,Loyal,Port Jessicaton,Texas,USA,South,34492,PayPal,Paid,USD,Standard,WH-010,6.0,4.0,Delayed,,,3.4,Neutral,Product has some issues but it works.,Organic Search,,SAVE45,315,148,5,4521.86,1587.79,205.39,11.8,3151.26,2518.23,621.23,19.71,10121.46,True,9
ORD-989825,2021-05-20,08:41:08,Completed,Mobile App,CUST-008935,Scott Floyd,71,Male,Consumer,Loyal,Wilsonberg,Northern Ireland,UK,West,28230,PayPal,Paid,GBP,Express,WH-016,1.0,1.0,On Time,,,3.6,Positive,Met my expectations. Would recommend.,Email Marketing,,,24,11,3,220.02,28.41,38.32,12.41,242.34,73.74,156.19,64.45,13258.86,True,6
